#iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],gpsFlag[],temp[C]#,GNSS Time [UTC],height[m]
27087600,2022:1:23:7:31:9,3,11.3821916,47.3092664,2071461,-3242,121,3683,3244,17683977,253,9,923344647,1,5.81,2022-01-23 07:31:09,2071.461
27087700,2022:1:23:7:31:9,3,11.3821908,47.3092622,2071169,-3408,-11,3665,3408,17855088,253,9,923344647,1,5.81,2022-01-23 07:31:09,2071.169
27087800,2022:1:23:7:31:9,3,11.3821914,47.3092591,2070908,-3268,136,3628,3270,17811373,253,9,923344647,1,5.75,2022-01-23 07:31:09,2070.908
27087900,2022:1:23:7:31:9,3,11.3821922,47.309256,2070623,-3226,267,3597,3237,17657732,253,9,923344647,1,5.75,2022-01-23 07:31:09,2070.623
27088000,2022:1:23:7:31:10,3,11.382191,47.3092528,2070291,-3254,6,3589,3254,17860576,253,9,923410183,1,5.75,2022-01-23 07:31:10,2070.291
27088100,2022:1:23:7:31:10,3,11.3821915,47.3092492,2069941,-3386,123,3591,3388,17821147,253,9,923410183,1,5.75,2022-01-23 07:31:10,2069.941
27088200,2022:1:23:7:31:10,3,11.3821921,47.3092466,2069597,-3248,229,3587,3256,17710186,253,9,923410183,0,5.75,2022-01-23 07:31:10,2069.597
27088300,2022:1:23:7:31:10,3,11.3821922,47.309244,2069274,-3108,243,3569,3118,17627624,253,9,923410183,0,5.75,2022-01-23 07:31:10,2069.274
27088400,2022:1:23:7:31:10,3,11.3821919,47.3092423,2068870,-2825,171,3581,2830,17640209,253,9,923410183,0,5.75,2022-01-23 07:31:10,2068.87
27088500,2022:1:23:7:31:10,3,11.3821904,47.3092394,2068671,-2751,-132,3528,2754,17970715,253,9,923410183,0,5.75,2022-01-23 07:31:10,2068.671
27088600,2022:1:23:7:31:10,3,11.382189,47.3092372,2068175,-2868,-416,3579,2898,18436329,253,9,923410183,0,5.75,2022-01-23 07:31:10,2068.175
27088700,2022:1:23:7:31:10,3,11.3821877,47.3092342,2068001,-2785,-480,3512,2826,18741719,253,9,923410183,0,5.75,2022-01-23 07:31:10,2068.001
27088800,2022:1:23:7:31:10,3,11.3821882,47.3092309,2067823,-2766,-114,3438,2768,18448808,253,9,923410183,0,5.75,2022-01-23 07:31:10,2067.823
27088900,2022:1:23:7:31:10,3,11.3821878,47.3092286,2067495,-2712,-112,3414,2715,18336790,253,9,923410183,0,5.75,2022-01-23 07:31:10,2067.495
27089000,2022:1:23:7:31:11,3,11.3821879,47.3092264,2067155,-2846,39,3370,2846,18102717,253,9,923475719,0,5.75,2022-01-23 07:31:11,2067.155
27089100,2022:1:23:7:31:11,3,11.3821877,47.3092238,2066950,-2729,93,3294,2731,17948000,253,9,923475719,0,5.75,2022-01-23 07:31:11,2066.95
27089200,2022:1:23:7:31:11,3,11.3821874,47.3092207,2066783,-2822,44,3233,2823,17927146,253,9,923475719,1,5.75,2022-01-23 07:31:11,2066.783
27089300,2022:1:23:7:31:11,3,11.3821878,47.3092179,2066587,-2738,222,3180,2747,17720077,253,9,923475719,1,5.69,2022-01-23 07:31:11,2066.587
27089400,2022:1:23:7:31:11,3,11.3821871,47.309216,2066218,-2693,-47,3189,2693,17930544,253,9,923475719,1,5.69,2022-01-23 07:31:11,2066.218
27089500,2022:1:23:7:31:11,3,11.3821871,47.3092131,2065978,-2845,46,3160,2845,17919331,253,9,923475719,1,5.69,2022-01-23 07:31:11,2065.978
27089600,2022:1:23:7:31:11,3,11.3821864,47.3092107,2065722,-2679,-157,3134,2683,18110707,253,9,923475719,1,5.69,2022-01-23 07:31:11,2065.722
27089700,2022:1:23:7:31:11,3,11.3821866,47.3092068,2065703,-2798,8,3036,2798,18042290,253,9,923475719,1,5.69,2022-01-23 07:31:11,2065.703
27089800,2022:1:23:7:31:11,3,11.3821864,47.3092042,2065461,-2762,-44,3016,2762,18067307,253,9,923475719,1,5.69,2022-01-23 07:31:11,2065.461
27089900,2022:1:23:7:31:11,3,11.3821866,47.3092023,2065082,-2673,23,3042,2673,18008668,253,9,923475719,1,5.69,2022-01-23 07:31:11,2065.082
27090000,2022:1:23:7:31:12,3,11.3821865,47.3092004,2064790,-2475,-24,3034,2475,18030432,253,9,923541255,1,5.69,2022-01-23 07:31:12,2064.79
27090100,2022:1:23:7:31:12,3,11.3821868,47.3091988,2064501,-2293,38,3024,2294,17972815,253,9,923541255,1,5.69,2022-01-23 07:31:12,2064.501
27090200,2022:1:23:7:31:12,3,11.3821871,47.3091972,2064222,-2134,108,3013,2136,17848556,253,9,923541255,0,5.69,2022-01-23 07:31:12,2064.222
27090300,2022:1:23:7:31:12,3,11.3821874,47.309196,2063936,-1914,132,3002,1919,17740307,253,9,923541255,0,5.69,2022-01-23 07:31:12,2063.936
27090400,2022:1:23:7:31:12,3,11.3821877,47.3091943,2063639,-1943,182,3002,1951,17601943,253,9,923541255,0,5.69,2022-01-23 07:31:12,2063.639
27090500,2022:1:23:7:31:12,3,11.3821868,47.3091926,2063399,-1840,-114,2980,1844,17982512,253,9,923541255,0,5.69,2022-01-23 07:31:12,2063.399
27090600,2022:1:23:7:31:12,3,11.3821869,47.3091912,2063125,-1751,-58,2970,1752,18081411,253,9,923541255,0,5.69,2022-01-23 07:31:12,2063.125
27090700,2022:1:23:7:31:12,3,11.3821876,47.3091899,2062886,-1651,142,2948,1657,17818613,253,9,923541255,0,5.69,2022-01-23 07:31:12,2062.886
27090800,2022:1:23:7:31:12,3,11.3821879,47.309189,2062587,-1549,158,2948,1557,17628789,253,9,923541255,0,5.69,2022-01-23 07:31:12,2062.587
27090900,2022:1:23:7:31:12,3,11.382188,47.3091877,2062341,-1466,89,2931,1469,17639782,253,9,923541255,0,5.69,2022-01-23 07:31:12,2062.341
27091000,2022:1:23:7:31:13,3,11.382188,47.3091859,2062158,-1488,126,2895,1493,17577193,253,9,923606791,0,5.69,2022-01-23 07:31:13,2062.158
27091100,2022:1:23:7:31:13,3,11.3821891,47.3091853,2061930,-1252,342,2872,1298,17071208,253,9,923606791,0,5.69,2022-01-23 07:31:13,2061.93
27091200,2022:1:23:7:31:13,3,11.3821894,47.3091842,2061684,-1210,334,2857,1256,16762519,253,9,923606791,1,5.69,2022-01-23 07:31:13,2061.684
27091300,2022:1:23:7:31:13,3,11.3821893,47.3091826,2061451,-1329,243,2844,1351,16870723,253,9,923606791,1,5.69,2022-01-23 07:31:13,2061.451
27091400,2022:1:23:7:31:13,3,11.3821896,47.3091815,2061240,-1199,295,2819,1235,16753125,253,9,923606791,1,5.69,2022-01-23 07:31:13,2061.24
27091500,2022:1:23:7:31:13,3,11.382189,47.3091806,2061133,-842,78,2759,846,17002460,253,9,923606791,1,5.69,2022-01-23 07:31:13,2061.133
27091600,2022:1:23:7:31:13,3,11.3821887,47.3091794,2060958,-859,39,2734,860,17389643,253,9,923606791,1,5.62,2022-01-23 07:31:13,2060.958
27091700,2022:1:23:7:31:13,3,11.382189,47.309178,2060776,-905,165,2714,920,17163339,253,9,923606791,1,5.62,2022-01-23 07:31:13,2060.776
27091800,2022:1:23:7:31:13,3,11.3821885,47.3091767,2060619,-858,11,2687,858,17522798,253,9,923606791,1,5.62,2022-01-23 07:31:13,2060.619
27091900,2022:1:23:7:31:13,3,11.3821878,47.3091754,2060440,-919,-119,2675,927,18142913,253,9,923606791,1,5.62,2022-01-23 07:31:13,2060.44
27092000,2022:1:23:7:31:14,3,11.3821876,47.3091741,2060280,-871,-49,2649,872,18225272,253,9,923672327,1,5.62,2022-01-23 07:31:14,2060.28
27092100,2022:1:23:7:31:14,3,11.3821872,47.3091733,2060130,-674,-84,2616,680,18405497,253,9,923672327,1,5.62,2022-01-23 07:31:14,2060.13
27092200,2022:1:23:7:31:14,3,11.3821867,47.3091724,2059985,-605,-102,2586,613,18671696,253,9,923672327,0,5.62,2022-01-23 07:31:14,2059.985
27092300,2022:1:23:7:31:14,3,11.382187,47.3091716,2059786,-578,75,2570,583,17918590,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.786
27092400,2022:1:23:7:31:14,3,11.3821861,47.3091701,2059867,-391,-89,2464,401,18280503,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.867
27092500,2022:1:23:7:31:14,3,11.3821853,47.3091674,2059896,-698,-236,2388,737,19445833,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.896
27092600,2022:1:23:7:31:14,3,11.3821848,47.309166,2059820,-693,-232,2338,731,19651025,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.82
27092700,2022:1:23:7:31:14,3,11.3821849,47.3091644,2059868,-589,-40,2249,591,19050835,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.868
27092800,2022:1:23:7:31:14,3,11.3821846,47.3091635,2059906,-332,-34,2162,334,19050835,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.906
27092900,2022:1:23:7:31:14,3,11.3821839,47.3091624,2059950,-212,-134,2080,251,19050835,253,9,923672327,0,5.69,2022-01-23 07:31:14,2059.95
27093000,2022:1:23:7:31:15,3,11.382184,47.309161,2059960,-245,-8,2015,245,19050835,253,9,923737863,0,5.69,2022-01-23 07:31:15,2059.96
27093100,2022:1:23:7:31:15,3,11.3821837,47.3091597,2059982,-240,-19,1949,241,19050835,253,9,923737863,0,5.69,2022-01-23 07:31:15,2059.982
27093200,2022:1:23:7:31:15,3,11.3821835,47.3091588,2059979,-151,16,1890,152,19050835,253,9,923737863,1,5.69,2022-01-23 07:31:15,2059.979
27093300,2022:1:23:7:31:15,3,11.3821829,47.309157,2060188,-99,-14,1767,100,19050835,253,9,923737863,1,5.69,2022-01-23 07:31:15,2060.188
27093400,2022:1:23:7:31:15,3,11.3821824,47.3091568,2060039,-100,-168,1758,195,19050835,253,9,923737863,1,5.69,2022-01-23 07:31:15,2060.039
27093500,2022:1:23:7:31:15,3,11.3821823,47.3091555,2060076,-137,-40,1697,143,19050835,253,9,923737863,1,5.69,2022-01-23 07:31:15,2060.076
27093600,2022:1:23:7:31:15,3,11.3821823,47.3091545,2060246,134,104,1591,169,19050835,253,9,923737863,1,5.69,2022-01-23 07:31:15,2060.246
27093700,2022:1:23:7:31:15,3,11.3821827,47.3091541,2060210,154,234,1552,280,19050835,253,9,923737863,1,5.69,2022-01-23 07:31:15,2060.21
27093800,2022:1:23:7:31:15,3,11.3821829,47.3091538,2060178,164,250,1510,298,19050835,253,9,923737863,1,5.75,2022-01-23 07:31:15,2060.178
27093900,2022:1:23:7:31:15,3,11.382183,47.3091538,2060147,324,221,1470,392,14921070,253,9,923737863,1,5.75,2022-01-23 07:31:15,2060.147
27094000,2022:1:23:7:31:16,3,11.3821832,47.3091537,2060132,398,254,1429,472,8008181,253,9,923803399,1,5.75,2022-01-23 07:31:16,2060.132
27094100,2022:1:23:7:31:16,3,11.3821834,47.3091538,2060134,558,275,1384,622,4564821,253,9,923803399,1,5.75,2022-01-23 07:31:16,2060.134
27094200,2022:1:23:7:31:16,3,11.3821836,47.3091536,2060130,523,244,1344,577,3606923,253,9,923803399,0,5.75,2022-01-23 07:31:16,2060.13
27094300,2022:1:23:7:31:16,3,11.3821835,47.3091534,2060175,556,162,1294,579,2540327,253,9,923803399,0,5.75,2022-01-23 07:31:16,2060.175
27094400,2022:1:23:7:31:16,3,11.3821835,47.3091527,2060288,494,158,1219,519,2195555,253,9,923803399,0,5.75,2022-01-23 07:31:16,2060.288
27094500,2022:1:23:7:31:16,3,11.3821834,47.3091526,2060309,508,60,1172,512,1405000,253,9,923803399,0,5.75,2022-01-23 07:31:16,2060.309
27094600,2022:1:23:7:31:16,3,11.3821835,47.3091527,2060337,557,75,1120,562,1054342,253,9,923803399,0,5.81,2022-01-23 07:31:16,2060.337
27094700,2022:1:23:7:31:16,3,11.3821837,47.3091527,2060332,476,104,1083,487,1127512,253,9,923803399,0,5.81,2022-01-23 07:31:16,2060.332
27094800,2022:1:23:7:31:16,3,11.3821836,47.3091526,2060336,414,21,1044,414,763597,253,9,923803399,0,5.81,2022-01-23 07:31:16,2060.336
27094900,2022:1:23:7:31:16,3,11.3821838,47.3091523,2060373,356,69,997,363,904389,253,9,923803399,0,5.81,2022-01-23 07:31:16,2060.373
27095000,2022:1:23:7:31:17,3,11.3821839,47.3091521,2060414,368,81,950,377,1076772,253,9,923868935,0,5.81,2022-01-23 07:31:17,2060.414
27095100,2022:1:23:7:31:17,3,11.3821837,47.3091521,2060426,345,-8,911,345,492138,253,9,923868935,0,5.81,2022-01-23 07:31:17,2060.426
27095200,2022:1:23:7:31:17,3,11.3821839,47.3091521,2060464,424,69,864,430,747890,253,9,923868935,1,5.81,2022-01-23 07:31:17,2060.464
27095300,2022:1:23:7:31:17,3,11.3821841,47.309152,2060487,359,99,827,373,1076725,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.487
27095400,2022:1:23:7:31:17,3,11.3821839,47.3091523,2060453,382,11,810,383,582602,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.453
27095500,2022:1:23:7:31:17,3,11.382184,47.3091521,2060463,313,66,780,320,582602,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.463
27095600,2022:1:23:7:31:17,3,11.3821839,47.309152,2060458,258,35,752,260,582602,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.458
27095700,2022:1:23:7:31:17,3,11.3821836,47.3091522,2060453,313,-57,723,318,35894086,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.453
27095800,2022:1:23:7:31:17,3,11.3821839,47.3091522,2060448,324,84,701,334,35894086,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.448
27095900,2022:1:23:7:31:17,3,11.3821839,47.3091523,2060383,233,8,695,233,35894086,253,9,923868935,1,5.87,2022-01-23 07:31:17,2060.383
27096000,2022:1:23:7:31:18,3,11.3821839,47.3091522,2060415,253,21,659,254,35894086,253,9,923934471,1,5.87,2022-01-23 07:31:18,2060.415
27096100,2022:1:23:7:31:18,3,11.3821839,47.3091523,2060400,247,40,642,250,35894086,253,9,923934471,1,5.87,2022-01-23 07:31:18,2060.4
27096200,2022:1:23:7:31:18,3,11.3821838,47.3091524,2060373,243,-28,628,244,35894086,253,9,923934471,0,5.87,2022-01-23 07:31:18,2060.373
27096300,2022:1:23:7:31:18,3,11.382184,47.3091522,2060434,266,73,590,276,35894086,253,9,923934471,0,5.87,2022-01-23 07:31:18,2060.434
27096400,2022:1:23:7:31:18,3,11.3821837,47.3091523,2060416,271,-3,578,271,35894086,253,9,923934471,0,5.87,2022-01-23 07:31:18,2060.416
27096500,2022:1:23:7:31:18,3,11.3821837,47.3091522,2060415,235,22,561,236,35894086,253,9,923934471,0,5.87,2022-01-23 07:31:18,2060.415
27096600,2022:1:23:7:31:18,3,11.3821836,47.3091522,2060427,244,29,537,246,35894086,253,9,923934471,0,5.87,2022-01-23 07:31:18,2060.427
27096700,2022:1:23:7:31:18,3,11.3821836,47.3091523,2060420,265,51,521,269,35894086,253,9,923934471,0,5.87,2022-01-23 07:31:18,2060.42
27096800,2022:1:23:7:31:18,3,11.3821834,47.3091523,2060452,277,10,490,277,35894086,253,9,923934471,0,5.94,2022-01-23 07:31:18,2060.452
27096900,2022:1:23:7:31:18,3,11.3821833,47.3091525,2060431,247,-6,480,247,35894086,253,9,923934471,0,5.94,2022-01-23 07:31:18,2060.431
27097000,2022:1:23:7:31:19,3,11.3821834,47.3091524,2060440,182,37,462,186,35894086,253,9,924000007,0,5.94,2022-01-23 07:31:19,2060.44
27097100,2022:1:23:7:31:19,3,11.3821832,47.3091525,2060435,217,-8,449,217,35894086,253,9,924000007,0,5.94,2022-01-23 07:31:19,2060.435
27097200,2022:1:23:7:31:19,3,11.3821831,47.3091527,2060435,221,-38,436,224,35894086,253,9,924000007,1,5.94,2022-01-23 07:31:19,2060.435
27097300,2022:1:23:7:31:19,3,11.3821831,47.3091526,2060457,202,22,417,203,35894086,253,9,924000007,1,5.94,2022-01-23 07:31:19,2060.457
27097400,2022:1:23:7:31:19,3,11.382183,47.3091526,2060495,190,13,395,191,35894086,253,9,924000007,1,5.94,2022-01-23 07:31:19,2060.495
27097500,2022:1:23:7:31:19,3,11.382183,47.3091527,2060498,231,61,384,239,35894086,253,9,924000007,1,5.94,2022-01-23 07:31:19,2060.498
27097600,2022:1:23:7:31:19,3,11.382183,47.3091526,2060523,175,53,366,183,35894086,253,9,924000007,1,6.0,2022-01-23 07:31:19,2060.523
27097700,2022:1:23:7:31:19,3,11.3821827,47.3091528,2060490,163,-5,361,163,35894086,253,9,924000007,1,6.0,2022-01-23 07:31:19,2060.49
27097800,2022:1:23:7:31:19,3,11.3821827,47.3091527,2060525,133,35,336,138,35894086,253,9,924000007,1,6.0,2022-01-23 07:31:19,2060.525
27097900,2022:1:23:7:31:19,3,11.3821824,47.3091529,2060531,165,-24,330,167,35894086,253,9,924000007,1,6.0,2022-01-23 07:31:19,2060.531
27098000,2022:1:23:7:31:20,3,11.3821824,47.3091529,2060552,163,18,320,164,35894086,253,9,924065543,1,6.0,2022-01-23 07:31:20,2060.552
27098100,2022:1:23:7:31:20,3,11.3821823,47.3091527,2060566,87,5,308,87,35894086,253,9,924065543,1,6.0,2022-01-23 07:31:20,2060.566
27098200,2022:1:23:7:31:20,3,11.3821821,47.3091528,2060565,120,-9,300,121,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.565
27098300,2022:1:23:7:31:20,3,11.3821821,47.3091529,2060575,142,13,288,142,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.575
27098400,2022:1:23:7:31:20,3,11.3821822,47.3091526,2060635,88,84,263,122,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.635
27098500,2022:1:23:7:31:20,3,11.3821819,47.3091528,2060601,67,-31,267,74,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.601
27098600,2022:1:23:7:31:20,3,11.3821818,47.3091527,2060619,89,-2,258,89,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.619
27098700,2022:1:23:7:31:20,3,11.3821818,47.3091527,2060630,78,17,250,80,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.63
27098800,2022:1:23:7:31:20,3,11.3821816,47.3091529,2060611,119,-32,250,123,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.611
27098900,2022:1:23:7:31:20,3,11.3821817,47.3091528,2060614,76,27,245,81,35894086,253,9,924065543,0,6.0,2022-01-23 07:31:20,2060.614
27099000,2022:1:23:7:31:21,3,11.3821815,47.3091527,2060641,33,-5,223,33,35894086,253,9,924131079,0,6.0,2022-01-23 07:31:21,2060.641
27099100,2022:1:23:7:31:21,3,11.3821816,47.3091527,2060666,48,26,207,55,35894086,253,9,924131079,0,6.06,2022-01-23 07:31:21,2060.666
27099200,2022:1:23:7:31:21,3,11.3821815,47.3091526,2060671,41,23,205,47,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.671
27099300,2022:1:23:7:31:21,3,11.3821815,47.3091527,2060659,35,18,206,40,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.659
27099400,2022:1:23:7:31:21,3,11.3821815,47.3091527,2060682,87,34,194,93,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.682
27099500,2022:1:23:7:31:21,3,11.3821813,47.3091527,2060732,135,6,173,135,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.732
27099600,2022:1:23:7:31:21,3,11.3821812,47.3091526,2060738,67,-35,167,76,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.738
27099700,2022:1:23:7:31:21,3,11.3821813,47.3091527,2060732,56,26,168,62,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.732
27099800,2022:1:23:7:31:21,3,11.3821813,47.3091525,2060738,16,17,172,23,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.738
27099900,2022:1:23:7:31:21,3,11.3821811,47.3091527,2060748,108,-15,166,109,35894086,253,9,924131079,1,6.06,2022-01-23 07:31:21,2060.748
27100000,2022:1:23:7:31:22,3,11.3821811,47.3091527,2060770,90,16,156,92,35894086,253,9,924196615,1,6.06,2022-01-23 07:31:22,2060.77
27100100,2022:1:23:7:31:22,3,11.3821811,47.3091526,2060792,59,14,150,60,35894086,253,9,924196615,1,6.06,2022-01-23 07:31:22,2060.792
27100200,2022:1:23:7:31:22,3,11.382181,47.3091527,2060767,37,-6,157,37,35894086,253,9,924196615,0,6.06,2022-01-23 07:31:22,2060.767
27100300,2022:1:23:7:31:22,3,11.3821811,47.3091526,2060783,25,33,146,42,35894086,253,9,924196615,0,6.06,2022-01-23 07:31:22,2060.783
27100400,2022:1:23:7:31:22,3,11.3821809,47.3091527,2060804,74,-13,135,75,35894086,253,9,924196615,0,6.06,2022-01-23 07:31:22,2060.804
27100500,2022:1:23:7:31:22,3,11.3821809,47.3091526,2060814,51,14,137,53,35894086,253,9,924196615,0,6.06,2022-01-23 07:31:22,2060.814
27100600,2022:1:23:7:31:22,3,11.3821807,47.3091527,2060806,66,-33,138,74,35894086,253,9,924196615,0,6.12,2022-01-23 07:31:22,2060.806
27100700,2022:1:23:7:31:22,3,11.3821807,47.3091527,2060818,74,-3,131,74,35894086,253,9,924196615,0,6.12,2022-01-23 07:31:22,2060.818
27100800,2022:1:23:7:31:22,3,11.3821808,47.3091527,2060830,45,11,126,46,35894086,253,9,924196615,0,6.12,2022-01-23 07:31:22,2060.83
27100900,2022:1:23:7:31:22,3,11.3821808,47.3091525,2060866,37,8,120,37,35894086,253,9,924196615,0,6.12,2022-01-23 07:31:22,2060.866
27101000,2022:1:23:7:31:23,3,11.3821809,47.3091525,2060891,62,37,114,72,35894086,253,9,924262151,0,6.12,2022-01-23 07:31:23,2060.891
27101100,2022:1:23:7:31:23,3,11.3821808,47.3091525,2060900,53,-20,115,57,35894086,253,9,924262151,0,6.12,2022-01-23 07:31:23,2060.9
27101200,2022:1:23:7:31:23,3,11.3821807,47.3091524,2060920,50,-26,115,57,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2060.92
27101300,2022:1:23:7:31:23,3,11.3821808,47.3091523,2060949,65,7,111,66,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2060.949
27101400,2022:1:23:7:31:23,3,11.3821806,47.3091522,2060975,40,-31,108,51,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2060.975
27101500,2022:1:23:7:31:23,3,11.3821808,47.309152,2061003,15,32,102,36,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2061.003
27101600,2022:1:23:7:31:23,3,11.3821806,47.3091519,2061056,35,-6,84,35,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2061.056
27101700,2022:1:23:7:31:23,3,11.3821805,47.3091519,2061058,13,4,84,13,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2061.058
27101800,2022:1:23:7:31:23,3,11.3821805,47.309152,2061044,52,14,92,54,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2061.044
27101900,2022:1:23:7:31:23,3,11.3821804,47.309152,2061091,92,37,81,99,35894086,253,9,924262151,1,6.12,2022-01-23 07:31:23,2061.091
27102000,2022:1:23:7:31:24,3,11.3821802,47.3091518,2061099,-5,-35,82,36,35894086,253,9,924327687,1,6.12,2022-01-23 07:31:24,2061.099
27102100,2022:1:23:7:31:24,3,11.3821802,47.3091516,2061131,-22,22,75,31,35894086,253,9,924327687,1,6.19,2022-01-23 07:31:24,2061.131
27102200,2022:1:23:7:31:24,3,11.38218,47.3091517,2061144,25,-31,72,40,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.144
27102300,2022:1:23:7:31:24,3,11.3821801,47.3091516,2061173,36,45,68,57,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.173
27102400,2022:1:23:7:31:24,3,11.3821799,47.3091516,2061176,39,-11,74,40,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.176
27102500,2022:1:23:7:31:24,3,11.3821799,47.3091513,2061246,-20,15,48,25,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.246
27102600,2022:1:23:7:31:24,3,11.3821799,47.3091514,2061238,8,19,54,21,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.238
27102700,2022:1:23:7:31:24,3,11.3821798,47.3091513,2061265,5,-5,55,7,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.265
27102800,2022:1:23:7:31:24,3,11.3821798,47.3091512,2061304,35,-2,50,35,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.304
27102900,2022:1:23:7:31:24,3,11.3821798,47.3091511,2061347,23,0,43,23,35894086,253,9,924327687,0,6.19,2022-01-23 07:31:24,2061.347
27103000,2022:1:23:7:31:25,3,11.3821796,47.309151,2061355,-4,-58,47,58,35894086,253,9,924393223,0,6.19,2022-01-23 07:31:25,2061.355
27103100,2022:1:23:7:31:25,3,11.3821797,47.3091508,2061414,21,21,37,30,35894086,253,9,924393223,0,6.19,2022-01-23 07:31:25,2061.414
27103200,2022:1:23:7:31:25,3,11.3821796,47.3091507,2061434,3,6,38,6,35894086,253,9,924393223,1,6.19,2022-01-23 07:31:25,2061.434
27103300,2022:1:23:7:31:25,3,11.3821797,47.3091506,2061466,0,22,34,22,35894086,253,9,924393223,1,6.19,2022-01-23 07:31:25,2061.466
27103400,2022:1:23:7:31:25,3,11.3821796,47.3091506,2061490,24,14,33,28,35894086,253,9,924393223,1,6.19,2022-01-23 07:31:25,2061.49
27103500,2022:1:23:7:31:25,3,11.3821796,47.3091504,2061525,-9,20,32,22,35894086,253,9,924393223,1,6.19,2022-01-23 07:31:25,2061.525
27103600,2022:1:23:7:31:25,3,11.3821796,47.3091504,2061553,14,7,29,15,35894086,253,9,924393223,1,6.25,2022-01-23 07:31:25,2061.553
27103700,2022:1:23:7:31:25,3,11.3821796,47.3091502,2061601,13,-2,23,13,35894086,253,9,924393223,1,6.25,2022-01-23 07:31:25,2061.601
